pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,1-0,1-0,,2082050,,,47,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-112.2876094,465.64613954481626,Crosscourt,Forehand,,,,,,,,,,48.259426946606744,-142.1716918,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Gianluca Ballotta,1.0,,,,,,,Short
15-0,1-0,1-0,,2083600,,,47,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,143.5367454,-477.1978237,Down the Line,Backhand,1.0,,,,,,,,,21.23578302711064,290.6775262,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
15-0,1-0,1-0,,2085300,,,47,,7,Ad,Gianluca Ballotta,Far,,,,,,,,,,2.719351487312681,483.5882327,Down the Line,Forehand,,,,,,,,,,112.42303149600492,-322.9584427,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
15-0,1-0,1-0,,2086729,,,47,,8,Deuce,Gianluca Ballotta,Far,,,,,,,,,,117.59548337701712,-501.4196686,Crosscourt,Backhand,1.0,,,,,,,,,-25.25653434,145.42572725276827,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
15-0,1-0,1-0,,2088360,,,47,,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-30.14646763,352.6109525370006,Down the Line,Forehand,,,,,,,,,,-126.997255,-397.1014873,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,,1.0,,,,,,Deep
15-0,1-0,1-0,,2089360,,,47,,10,Ad,Gianluca Ballotta,Far,,,,,,,,,,-122.2304954,-469.1239009,Crosscourt,Forehand,,,,,,,,,,20.558634076979754,124.82866360448496,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
15-0,1-0,1-0,,2090260,1.0,2090260.0,47,,11,Ad,Gianluca Ballotta,Far,,,,,,,,,,20.558634076979754,171.09675743648202,Down the Line,,,1.0,,,,,1,,,100.31316163599368,-270.1301072,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,,,,Gianluca Ballotta,,,,Short
30-0,1-0,1-0,1.0,2125580,,,48,,1,Deuce,Gianluca Ballotta,Far,1.0,Wide,110.24927274709964,-183.0887741,,,,,,-13.7275864,468.6891951003703,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Wide,
30-0,1-0,1-0,,2126850,,,48,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,163.87111767270625,-459.8538003,Down the Line,Backhand,,,,,,,,,,52.15478455815329,262.61180555541995,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-0,1-0,1-0,,2128250,,,48,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,49.34073709533759,475.21525590526625,Down the Line,Forehand,,,,,,,,,,146.5222331582795,-171.9364283,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-0,1-0,1-0,,2129600,,,48,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,157.29235017489688,-471.51618,Crosscourt,Backhand,1.0,,,,,,,,,-158.340245,207.7797353454745,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,
30-0,1-0,1-0,,2131399,,,48,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-173.440234,464.45,Down the Line,Backhand,1.0,,,,,,,,,-32.98581584,-351.4675197,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-0,1-0,1-0,,2133110,1.0,2133110.0,48,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-6.15359252,-372.5356518,Crosscourt,Forehand,,,,,,,,,,57.56420603671567,455.9153051178747,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Ruining Huang,,,,Ruining Huang,,,,Long
30-15,1-0,1-0,1.0,2163449,,,49,,1,Ad,Gianluca Ballotta,Far,1.0,Body,-70.64189633,-250.9895396,,,,,,71.50671478561485,470.4306977250413,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Body,
30-15,1-0,1-0,,2164399,1.0,2164399.0,49,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-126.2674759,-480.4872266,Crosscourt,Backhand,,,,,,,,,,11.389545056862008,526.5823873575582,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Ruining Huang,1.0,,,Gianluca Ballotta,1,,,Long
40-15,1-0,1-0,1.0,2183750,,,50,,1,Ad,Gianluca Ballotta,Far,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,,
40-15,1-0,1-0,,2185250,1.0,2185250.0,50,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,,,Crosscourt,Backhand,,,,,,,,,,,,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-0,2-0,1-0,1.0,2209479,,,51,,1,Deuce,Ruining Huang,Near,1.0,T,-32.75454943,178.8307852142558,,,,,,43.173173665769475,-437.1271489,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,10,True,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,T,
0-0,2-0,1-0,,2210459,,,51,,2,Deuce,Ruining Huang,Near,,,,,,,,,,-40.48184055,460.8615813645913,Crosscourt,Forehand,,,,,,,,,,41.72674431318929,-195.9625656,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-0,2-0,1-0,,2211649,,,51,,3,Deuce,Ruining Huang,Near,,,,,,,,,,58.12491797897261,-430.8474355,Crosscourt,Backhand,,,,,,,,,,-84.56503718,303.7175907697469,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-0,2-0,1-0,,2212899,,,51,,4,Deuce,Ruining Huang,Near,,,,,,,,,,-132.8462434,518.2762795272913,Crosscourt,Backhand,1.0,,,,,,,,,112.10587270335417,-389.5665737,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-0,2-0,1-0,,2214810,,,51,,5,Deuce,Ruining Huang,Near,,,,,,,,,,109.67103018367038,-481.9823819,Crosscourt,Backhand,,,,,,,,,,-104.805479,369.94429680645806,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-0,2-0,1-0,,2216250,1.0,2216250.0,51,,6,Deuce,Ruining Huang,Near,,,,,,,,,,-144.2095691,537.4145122481913,Down the Line,Backhand,,,,,,,,,,-161.4084482,-311.1441054,,1.0,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Ruining Huang,1,,,
0-15,2-0,1-0,1.0,2232750,1.0,2244409.0,52,,1,Ad,Ruining Huang,Near,0.0,T,18.157015529299457,-6.447670604,0.0,T,38.033486439175455,-0.765988626,,-45.45330271,-436.8330709,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Ruining Huang,,,1,Gianluca Ballotta,,Double Fault,T,
0-30,2-0,1-0,1.0,2270580,,,53,,1,Deuce,Ruining Huang,Near,1.0,Wide,-106.2058235,175.86543088354867,,,,,,42.76200787399366,-441.9117071,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,1.0,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Wide,
0-30,2-0,1-0,,2271449,,,53,,2,Deuce,Ruining Huang,Near,,,,,,,,,,-155.6476487,449.4982556865569,Down the Line,Backhand,,,,,,,,,,-131.787593,-226.9793252,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,2-0,1-0,,2273350,,,53,,3,Ad,Ruining Huang,Near,,,,,,,,,,-115.8012741,-476.5997539,Down the Line,Forehand,,,,,,,,,,-37.04254703,438.0913331143844,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,2-0,1-0,,2274709,,,53,,4,Deuce,Ruining Huang,Near,,,,,,,,,,-12.10156387,463.2538604547038,Crosscourt,Forehand,,,,,,,,,,97.23703521429798,-247.548715,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-30,2-0,1-0,,2276409,,,53,,5,Deuce,Ruining Huang,Near,,,,,,,,,,133.4443132107797,-489.4582732,Down the Line,Backhand,,,,,,,,,,83.23607830266917,389.2677493436309,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,2-0,1-0,,2277879,,,53,,6,Ad,Ruining Huang,Near,,,,,,,,,,72.10478455814298,512.8936515745381,Crosscourt,Forehand,,,,,,,,,,-72.98265529,-258.6129101,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,2-0,1-0,,2279179,,,53,,7,Ad,Ruining Huang,Near,,,,,,,,,,-104.5127023,-499.3264053,Crosscourt,Forehand,,,,,,,,,,78.07951115481531,204.85939413812696,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-30,2-0,1-0,,2280679,,,53,,8,Ad,Ruining Huang,Near,,,,,,,,,,156.8437882763844,526.6492563,Crosscourt,Forehand,,,,,,,,,,-82.28873578,-276.2444663,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,2-0,1-0,,2282050,,,53,,9,Ad,Ruining Huang,Near,,,,,,,,,,-117.9692531,-479.2910871,Crosscourt,Forehand,,,,,,,,,,81.15938867012432,422.6586450129051,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,2-0,1-0,,2283310,,,53,,10,Ad,Ruining Huang,Near,,,,,,,,,,106.60592738402192,538.6106517932475,Down the Line,Forehand,,,,,,,,,,40.66304133856168,-298.0539753,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,2-0,1-0,,2284709,,,53,,11,Deuce,Ruining Huang,Near,,,,,,,,,,13.68085083113904,-444.902056,Crosscourt,Backhand,,,,,,,,,,-50.87034121,317.2222550304573,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-30,2-0,1-0,,2286110,,,53,,12,Deuce,Ruining Huang,Near,,,,,,,,,,-85.3744696,531.4338145,Down the Line,Backhand,,,,,,,,,,-39.55034449,-417.685958,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-30,2-0,1-0,,2287110,1.0,2287110.0,53,,13,Ad,Ruining Huang,Near,,,,,,,,,,-35.30479549,-527.7347386,Crosscourt,Forehand,,,,,,,,,,40.15434711284015,501.95749125083427,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
0-40,2-0,1-0,1.0,2305510,,,54,1.0,1,Ad,Ruining Huang,Near,1.0,Wide,131.16992563422795,203.80124125098823,,,,,,-36.91210083,-446.8476487,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,10,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Wide,
0-40,2-0,1-0,,2306379,,,54,1.0,2,Ad,Ruining Huang,Near,,,,,,,,,,193.7746062991125,453.0866743217256,Down the Line,Forehand,,,,,,,,,,57.96442475937513,-411.5795221,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-40,2-0,1-0,,2307310,1.0,2307310.0,54,1.0,3,Deuce,Ruining Huang,Near,,,,,,,,,,35.71596128607079,-473.6094051,Down the Line,Backhand,,,,,,,,,,81.8608049,-2.261182196,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,10,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-0,3-0,1-0,1.0,2398340,,,55,,1,Deuce,Gianluca Ballotta,Near,1.0,Wide,-129.4443077,194.20349409438788,,,,,,20.969838145221015,-455.2027887,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,1.0,11,True,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Wide,
0-0,3-0,1-0,,2399739,,,55,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-177.0286527,483.5882327,Crosscourt,Backhand,,,,,,,,,,30.058737970238187,-435.900771,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
0-0,3-0,1-0,,2400909,1.0,2400909.0,55,,3,Deuce,Gianluca Ballotta,Near,,,,,,,,,,45.90186461064995,-582.458142,Down the Line,Forehand,,,,,,,,,,240.6751039,294.55554461927045,,1.0,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,11,False,,Ruining Huang,Gianluca Ballotta,,1.0,,Ruining Huang,1,,,
0-15,3-0,1-0,1.0,2447810,,,56,,1,Ad,Gianluca Ballotta,Near,1.0,T,35.41640966752326,193.3706364828398,,,,,,-62.5356682,-462.7081529,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,T,
0-15,3-0,1-0,,2448780,,,56,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,86.64536307957029,502.7264654,Down the Line,Backhand,,,,,,,,,,4.736903980749959,-390.0769904,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,1.0,,,,,,Deep
0-15,3-0,1-0,,2450010,,,56,,3,Ad,Gianluca Ballotta,Near,,,,,,,,,,-22.33416448,-473.6094051,Down the Line,Forehand,,,,,,,,,,-106.0078576,241.39638560792432,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-15,3-0,1-0,,2451840,,,56,,4,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-155.049579,545.7874891,Crosscourt,Backhand,,,,,,,,,,89.59314851263963,-228.7625492,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
0-15,3-0,1-0,,2453479,,,56,,5,Deuce,Gianluca Ballotta,Near,,,,,,,,,,146.60184820639844,-473.6094051,Crosscourt,Backhand,,,,,,,,,,-100.3224628,330.4751367014916,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-15,3-0,1-0,,2454939,,,56,,6,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-147.7979878,545.1894192910569,Crosscourt,Backhand,,,,,,,,,,74.94359689409951,-341.2863626,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
0-15,3-0,1-0,,2456389,,,56,,7,Deuce,Gianluca Ballotta,Near,,,,,,,,,,85.59873141,-561.5256999,Crosscourt,Forehand,,,,,,,,,,-104.6593777,321.3431758528524,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,1.0,,,,,,,Short
0-15,3-0,1-0,,2457810,,,56,,8,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-143.9853073,520.0704888448756,Down the Line,Backhand,,,,,,,,,,-52.50972222,-406.5540901,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
0-15,3-0,1-0,,2459280,,,56,,9,Ad,Gianluca Ballotta,Near,,,,,,,,,,-38.23906934,-564.5160488,Crosscourt,Forehand,,,,,,,,,,78.49664807520006,497.8726268588854,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Long
0-15,3-0,1-0,,2460409,,,56,,10,Ad,Gianluca Ballotta,Near,,,,,,,,,,84.4773458,531.4338145,Down the Line,Forehand,,,,,,,,,,141.05577974620886,-331.7931868,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
0-15,3-0,1-0,,2462139,,,56,,11,Deuce,Gianluca Ballotta,Near,,,,,,,,,,140.54639654410937,-457.1625055,Crosscourt,Backhand,,,,,,,,,,-35.51493329,304.3033737968682,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-15,3-0,1-0,,2463639,,,56,,12,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-57.15304024,471.6268372700975,Crosscourt,Forehand,,,,,,,,,,21.886023622035935,-196.6697233,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,Short
0-15,3-0,1-0,,2465379,,,56,,13,Deuce,Gianluca Ballotta,Near,,,,,,,,,,32.78168745,-483.1785214,Crosscourt,Forehand,,,,,,,,,,-156.2947124,431.4078029306608,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,1.0,,,,,,,Deep
0-15,3-0,1-0,,2466679,1.0,2466679.0,56,,14,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-162.3759624,563.7295822394287,Crosscourt,Backhand,,,,,,,,,,54.51705489935941,-455.168493,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
15-15,3-0,1-0,1.0,2494739,,,57,,1,Deuce,Gianluca Ballotta,Near,0.0,Body,-63.09638014,-238.3384788,1.0,Wide,-108.0251422,173.13758202090796,,15.605889107603486,-461.6563156,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,2nd Serve In,Wide,
15-15,3-0,1-0,,2504840,,,57,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-137.7803095,441.7233486436913,Down the Line,Backhand,,,,,,,,,,-89.71574803,-354.7331529,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
15-15,3-0,1-0,,2506179,,,57,,3,Ad,Gianluca Ballotta,Near,,,,,,,,,,-73.37567804,-534.9115759,Crosscourt,Forehand,,,,,,,,,,91.5529035432598,351.62946741014207,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
15-15,3-0,1-0,,2507679,,,57,,4,Ad,Gianluca Ballotta,Near,,,,,,,,,,102.94275481184532,474.61718613273814,Down the Line,Forehand,,,,,,,,,,70.85693350827486,-279.3031769,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
15-15,3-0,1-0,,2509179,,,57,,5,Deuce,Gianluca Ballotta,Near,,,,,,,,,,41.04255249341711,-552.8536691,Crosscourt,Backhand,,,,,,,,,,-86.53830381,209.5301946630588,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
15-15,3-0,1-0,,2510810,,,57,,6,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-130.9772802,527.2473261152131,Crosscourt,Backhand,,,,,,,,,,21.08057195974414,-214.2331857,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
15-15,3-0,1-0,,2512110,,,57,,7,Deuce,Gianluca Ballotta,Near,,,,,,,,,,61.93759842516485,-549.8633202,Crosscourt,Backhand,,,,,,,,,,-29.89893373,291.5977690287208,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
15-15,3-0,1-0,,2513709,,,57,,8,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-57.00353237,520.6685586174037,Crosscourt,Forehand,,,,,,,,,,109.26422790895492,-291.0313156,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,Short
15-15,3-0,1-0,,2515090,,,57,,9,Deuce,Gianluca Ballotta,Near,,,,,,,,,,160.88076881006563,-512.4839403,Crosscourt,Backhand,,,,,,,,,,-105.5979167,392.46303040224694,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,11,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
